127.0.0.1 - - [10/May/2017:11:16:42 +0200] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [10/May/2017:14:05:01 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:01 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:13 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:13 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:05:13 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:13 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:05:13 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:13 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:21 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:05:21 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:21 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:21 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:05:21 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:21 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:27 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:05:27 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:27 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1705
127.0.0.1 - - [10/May/2017:14:05:27 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:27 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:28 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:41 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:05:41 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1705
127.0.0.1 - - [10/May/2017:14:05:41 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:41 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:05:41 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:06:28 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:06:28 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:06:28 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1705
127.0.0.1 - - [10/May/2017:14:06:28 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:06:28 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:06:29 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:06:45 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:06:45 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:06:45 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1705
127.0.0.1 - - [10/May/2017:14:06:45 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:06:45 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:06:45 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:12 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:07:12 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:12 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:12 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1705
127.0.0.1 - - [10/May/2017:14:07:12 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:12 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:29 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:07:29 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:29 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:07:29 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:29 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:30 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:37 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:07:37 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:37 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:37 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:07:37 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:38 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:44 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:07:44 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:07:44 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:07:44 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:44 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:07:44 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:08:00 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:08:00 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:08:00 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:08:00 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:08:00 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:08:00 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:10:22 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:10:22 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:10:22 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 200 1662
127.0.0.1 - - [10/May/2017:14:10:22 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 200 514302
127.0.0.1 - - [10/May/2017:14:10:22 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 206 9499187
127.0.0.1 - - [10/May/2017:14:10:23 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:14:10:23 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:14:11:01 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:11:01 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:11:01 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:11:01 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:11:09 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:11:09 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:11:09 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1704
127.0.0.1 - - [10/May/2017:14:11:09 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:11:09 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:11:09 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:12:06 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:12:06 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:12:06 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:12:06 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:19:03 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:19:03 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:19:03 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:19:04 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:19:08 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:19:08 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:19:08 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:19:08 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:19:08 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:19:09 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:20:06 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:20:07 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1577
127.0.0.1 - - [10/May/2017:14:20:07 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:20:07 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:20:31 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:20:31 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:20:31 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:20:31 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:20:31 +0200] "GET /webapp/aboutpage/Big-Apple.webm HTTP/1.1" 206 7857994
127.0.0.1 - - [10/May/2017:14:20:31 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:21:49 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:21:49 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:21:50 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:21:50 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:21:50 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:21:50 +0200] "GET /webapp/aboutpage/Big-Apple.webm HTTP/1.1" 200 7857994
127.0.0.1 - - [10/May/2017:14:21:50 +0200] "GET /webapp/aboutpage/Big-Apple.webm HTTP/1.1" 206 561
127.0.0.1 - - [10/May/2017:14:21:50 +0200] "GET /webapp/aboutpage/Big-Apple.webm HTTP/1.1" 206 6629194
127.0.0.1 - - [10/May/2017:14:23:33 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:23:33 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:23:33 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:23:34 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:23:42 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:23:42 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:23:42 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:23:42 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:23:42 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:25:29 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:25:29 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1589
127.0.0.1 - - [10/May/2017:14:25:29 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:25:30 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:25:30 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:25:51 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:25:51 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1586
127.0.0.1 - - [10/May/2017:14:25:51 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:25:52 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:25:52 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:26:04 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:26:04 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:26:04 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:26:04 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:26:04 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:26:21 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:26:21 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:26:21 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:26:21 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:26:21 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:27:16 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:27:16 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1624
127.0.0.1 - - [10/May/2017:14:27:16 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:27:16 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:27:16 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:27:24 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3035
127.0.0.1 - - [10/May/2017:14:27:24 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:27:24 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1626
127.0.0.1 - - [10/May/2017:14:27:24 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:27:25 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:30:21 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3071
127.0.0.1 - - [10/May/2017:14:30:21 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1666
127.0.0.1 - - [10/May/2017:14:30:21 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:30:21 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:30:21 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:30:49 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3071
127.0.0.1 - - [10/May/2017:14:30:49 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1647
127.0.0.1 - - [10/May/2017:14:30:49 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:30:49 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:30:49 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:31:21 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3071
127.0.0.1 - - [10/May/2017:14:31:21 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1628
127.0.0.1 - - [10/May/2017:14:31:22 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:31:22 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:31:22 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:31:51 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:31:51 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:31:51 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:31:52 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:31:52 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:32:22 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:32:22 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1610
127.0.0.1 - - [10/May/2017:14:32:22 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:32:22 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:32:23 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:32:39 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:32:39 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1610
127.0.0.1 - - [10/May/2017:14:32:39 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:32:39 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:32:39 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:33:15 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:33:16 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:33:16 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:33:16 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:33:16 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:33:22 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:33:22 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1599
127.0.0.1 - - [10/May/2017:14:33:22 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:33:22 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:33:22 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:33:42 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:33:42 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1608
127.0.0.1 - - [10/May/2017:14:33:42 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:33:43 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:33:43 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:34:19 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:34:19 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1568
127.0.0.1 - - [10/May/2017:14:34:20 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:34:20 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:34:20 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:34:51 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3073
127.0.0.1 - - [10/May/2017:14:34:51 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1610
127.0.0.1 - - [10/May/2017:14:34:51 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:34:51 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:34:51 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:36:33 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3076
127.0.0.1 - - [10/May/2017:14:36:33 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:36:33 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:36:34 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
